# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	315816	316634	-							PAO1OR_RS01435	819		old_locus_tag=PAO1OR0284
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	315816	316634	-	WP_003084241.1	WP_003084241.1		sulfate transporter CysT			PAO1OR_RS01435	819	272	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	316796	317794	-							PAO1OR_RS01440	999		old_locus_tag=PAO1OR0285
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	316796	317794	-	WP_003084243.1	WP_003084243.1		sulfate-binding protein			PAO1OR_RS01440	999	332	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	317971	318153	-							PAO1OR_RS01445	183		old_locus_tag=PAO1OR0286
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	317971	318153	-	WP_003084246.1	WP_003084246.1		hypothetical protein			PAO1OR_RS01445	183	60	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	318317	320599	-							PAO1OR_RS01450	2283		old_locus_tag=PAO1OR0287
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	318317	320599	-	WP_003084250.1	WP_003084250.1		hypothetical protein			PAO1OR_RS01450	2283	760	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	320771	321949	+							PAO1OR_RS01455	1179		old_locus_tag=PAO1OR0288
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	320771	321949	+	WP_003104496.1	WP_003104496.1		delta-9 fatty acid desaturase DesA			PAO1OR_RS01455	1179	392	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	322180	323565	+							PAO1OR_RS01460	1386		old_locus_tag=PAO1OR0289
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	322180	323565	+	WP_003104497.1	WP_003104497.1		3-guanidinopropionate transporter			PAO1OR_RS01460	1386	461	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	323621	324577	+							PAO1OR_RS01465	957		old_locus_tag=PAO1OR0290
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	323621	324577	+	WP_003112934.1	WP_003112934.1		agmatinase			PAO1OR_RS01465	957	318	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	324642	325592	+							PAO1OR_RS01470	951		old_locus_tag=PAO1OR0291
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	324642	325592	+	WP_003112935.1	WP_003112935.1		LysR family transcriptional regulator			PAO1OR_RS01470	951	316	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	325705	326676	+							PAO1OR_RS01475	972		old_locus_tag=PAO1OR0292
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	325705	326676	+	WP_003104500.1	WP_003104500.1		hypothetical protein			PAO1OR_RS01475	972	323	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	327289	328671	+							PAO1OR_RS01480	1383		old_locus_tag=PAO1OR0293
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	327289	328671	+	WP_003084265.1	WP_003084265.1		porin OprE			PAO1OR_RS01480	1383	460	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	328806	329912	-							PAO1OR_RS01485	1107		old_locus_tag=PAO1OR0294
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	328806	329912	-	WP_003104504.1	WP_003104504.1		agmatine deiminase			PAO1OR_RS01485	1107	368	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	329998	330876	-							PAO1OR_RS01490	879		old_locus_tag=PAO1OR0295
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	329998	330876	-	WP_003111119.1	WP_003111119.1		N-carbamoylputrescine amidohydrolase			PAO1OR_RS01490	879	292	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	331039	331704	-							PAO1OR_RS01495	666		old_locus_tag=PAO1OR0296
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	331039	331704	-	WP_003112936.1	WP_003112936.1		transcriptional regulator AguR			PAO1OR_RS01495	666	221	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	331767	332828	-							PAO1OR_RS01500	1062		old_locus_tag=PAO1OR0297
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	331767	332828	-	WP_003107781.1	WP_003107781.1		polyamine-binding protein			PAO1OR_RS01500	1062	353	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	333084	334460	-							PAO1OR_RS01505	1377		old_locus_tag=PAO1OR0298
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	333084	334460	-	WP_003112937.1	WP_003112937.1		glutamine synthetase			PAO1OR_RS01505	1377	458	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	334739	335491	+							PAO1OR_RS01510	753		old_locus_tag=PAO1OR0299
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	334739	335491	+	WP_003112938.1	WP_003112938.1		glutamine amidotransferase			PAO1OR_RS01510	753	250	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	335532	336890	+							PAO1OR_RS01515	1359		old_locus_tag=PAO1OR0300
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	335532	336890	+	WP_003084290.1	WP_003084290.1		glutamine synthetase			PAO1OR_RS01515	1359	452	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	336968	338326	+							PAO1OR_RS01520	1359		old_locus_tag=PAO1OR0301
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	336968	338326	+	WP_024007709.1	WP_024007709.1		aminotransferase			PAO1OR_RS01520	1359	452	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	338445	339545	+							PAO1OR_RS01525	1101		old_locus_tag=PAO1OR0302
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	338445	339545	+	WP_003110712.1	WP_003110712.1		putrescine/spermidine ABC transporter substrate-binding protein			PAO1OR_RS01525	1101	366	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	339964	341061	+							PAO1OR_RS01530	1098		old_locus_tag=PAO1OR0303
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	339964	341061	+	WP_003084301.1	WP_003084301.1		spermidine-binding periplasmic protein SpuE			PAO1OR_RS01530	1098	365	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	341116	342270	+							PAO1OR_RS01535	1155		old_locus_tag=PAO1OR0304
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	341116	342270	+	WP_003084303.1	WP_003084303.1		polyamine transporter PotG			PAO1OR_RS01535	1155	384	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	342267	343178	+							PAO1OR_RS01540	912		old_locus_tag=PAO1OR0305
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	342267	343178	+	WP_003084305.1	WP_003084305.1		putrescine/spermidine ABC transporter permease			PAO1OR_RS01540	912	303	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	343261	344130	+							PAO1OR_RS01545	870		old_locus_tag=PAO1OR0306
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	343261	344130	+	WP_003112939.1	WP_003112939.1		polyamine transporter PotI			PAO1OR_RS01545	870	289	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	344308	346695	-							PAO1OR_RS01550	2388		old_locus_tag=PAO1OR0307
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	344308	346695	-	WP_003112940.1	WP_003112940.1		hypothetical protein			PAO1OR_RS01550	2388	795	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	346806	347858	+							PAO1OR_RS01555	1053		old_locus_tag=PAO1OR0308
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	346806	347858	+	WP_003112941.1	WP_003112941.1		transcriptional regulator			PAO1OR_RS01555	1053	350	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	347837	348340	-							PAO1OR_RS01560	504		old_locus_tag=PAO1OR0309
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	347837	348340	-	WP_003112942.1	WP_003112942.1		transcriptional regulator			PAO1OR_RS01560	504	167	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	348445	349056	-							PAO1OR_RS01565	612		old_locus_tag=PAO1OR0310
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	348445	349056	-	WP_004352065.1	WP_004352065.1		hypothetical protein			PAO1OR_RS01565	612	203	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	349133	350074	+							PAO1OR_RS01570	942		old_locus_tag=PAO1OR0311
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	349133	350074	+	WP_003084318.1	WP_003084318.1		alpha/beta hydrolase			PAO1OR_RS01570	942	313	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	350094	350846	-							PAO1OR_RS01575	753		old_locus_tag=PAO1OR0312
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	350094	350846	-	WP_003084320.1	WP_003084320.1		hypothetical protein			PAO1OR_RS01575	753	250	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	350964	351593	+							PAO1OR_RS01580	630		old_locus_tag=PAO1OR0313
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	350964	351593	+	WP_003112944.1	WP_003112944.1		2OG-Fe(II) oxygenase			PAO1OR_RS01580	630	209	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	351615	352169	-							PAO1OR_RS01585	555		old_locus_tag=PAO1OR0314
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	351615	352169	-	WP_003084327.1	WP_003084327.1		hypothetical protein			PAO1OR_RS01585	555	184	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	352435	352929	+							PAO1OR_RS01590	495		old_locus_tag=PAO1OR0315
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	352435	352929	+	WP_003112945.1	WP_003112945.1		hypothetical protein			PAO1OR_RS01590	495	164	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	352932	353624	-							PAO1OR_RS01595	693		old_locus_tag=PAO1OR0316
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	352932	353624	-	WP_003084339.1	WP_003084339.1		cysteine ABC transporter			PAO1OR_RS01595	693	230	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	353696	354466	-							PAO1OR_RS01600	771		old_locus_tag=PAO1OR0317
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	353696	354466	-	WP_003112946.1	WP_003112946.1		cysteine ABC transporter			PAO1OR_RS01600	771	256	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	354759	355196	+							PAO1OR_RS01605	438		old_locus_tag=PAO1OR0318
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	354759	355196	+	WP_003084345.1	WP_003084345.1		hypothetical protein			PAO1OR_RS01605	438	145	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	355253	356482	-							PAO1OR_RS01610	1230		old_locus_tag=PAO1OR0319
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	355253	356482	-	WP_003112947.1	WP_003112947.1		D-3-phosphoglycerate dehydrogenase			PAO1OR_RS01610	1230	409	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	356686	358080	+							PAO1OR_RS01615	1395		old_locus_tag=PAO1OR0320
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	356686	358080	+	WP_003112948.1	WP_003112948.1		hypothetical protein			PAO1OR_RS01615	1395	464	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	358172	358837	+							PAO1OR_RS01620	666		old_locus_tag=PAO1OR0321
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	358172	358837	+	WP_003110705.1	WP_003110705.1		hypothetical protein			PAO1OR_RS01620	666	221	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	358993	359925	+							PAO1OR_RS01625	933		old_locus_tag=PAO1OR0322
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	358993	359925	+	WP_003112949.1	WP_003112949.1		DNA-binding protein			PAO1OR_RS01625	933	310	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	359987	360337	+							PAO1OR_RS01630	351		old_locus_tag=PAO1OR0323
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	359987	360337	+	WP_003084357.1	WP_003084357.1		hypothetical protein			PAO1OR_RS01630	351	116	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	360418	361452	-							PAO1OR_RS01635	1035		old_locus_tag=PAO1OR0324
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	360418	361452	-	WP_003112950.1	WP_003112950.1		acetylpolyamine aminohydrolase			PAO1OR_RS01635	1035	344	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	361468	362862	-							PAO1OR_RS01640	1395		old_locus_tag=PAO1OR0325
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	361468	362862	-	WP_003112951.1	WP_003112951.1		transporter			PAO1OR_RS01640	1395	464	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	363283	364326	-							PAO1OR_RS01645	1044		old_locus_tag=PAO1OR0326
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	363283	364326	-	WP_003084365.1	WP_003084365.1		ABC transporter			PAO1OR_RS01645	1044	347	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	364374	365162	-							PAO1OR_RS01650	789		old_locus_tag=PAO1OR0327
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	364374	365162	-	WP_003112952.1	WP_003112952.1		ABC transporter permease			PAO1OR_RS01650	789	262	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	365159	366088	-							PAO1OR_RS01655	930		old_locus_tag=PAO1OR0328
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	365159	366088	-	WP_003112953.1	WP_003112953.1		ABC transporter permease			PAO1OR_RS01655	930	309	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	366085	367134	-							PAO1OR_RS01660	1050		old_locus_tag=PAO1OR0329
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	366085	367134	-	WP_003112954.1	WP_003112954.1		ABC transporter ATP-binding protein			PAO1OR_RS01660	1050	349	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	367498	368427	+							PAO1OR_RS01665	930		old_locus_tag=PAO1OR0330
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	367498	368427	+	WP_003112955.1	WP_003112955.1		DNA-binding protein			PAO1OR_RS01665	930	309	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	368467	370410	-							PAO1OR_RS01670	1944		old_locus_tag=PAO1OR0331
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	368467	370410	-	WP_010895503.1	WP_010895503.1		hypothetical protein			PAO1OR_RS01670	1944	647	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	370711	371043	-							PAO1OR_RS01675	333		old_locus_tag=PAO1OR0332
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	370711	371043	-	WP_003112957.1	WP_003112957.1		hypothetical protein			PAO1OR_RS01675	333	110	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	371167	371838	-							PAO1OR_RS01680	672		old_locus_tag=PAO1OR0333
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	371167	371838	-	WP_003084386.1	WP_003084386.1		ribose-5-phosphate isomerase			PAO1OR_RS01680	672	223	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	372096	373610	+							PAO1OR_RS01685	1515		old_locus_tag=PAO1OR0334
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	372096	373610	+	WP_003110582.1	WP_003110582.1		PLP-dependent threonine dehydratase			PAO1OR_RS01685	1515	504	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	373730	374197	+							PAO1OR_RS01690	468		old_locus_tag=PAO1OR0335
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	373730	374197	+	WP_003112958.1	WP_003112958.1		hypothetical protein			PAO1OR_RS01690	468	155	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	374248	375519	+							PAO1OR_RS01695	1272		old_locus_tag=PAO1OR0336
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	374248	375519	+	WP_003112959.1	WP_003112959.1		hypothetical protein			PAO1OR_RS01695	1272	423	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	375516	375983	+							PAO1OR_RS01700	468		
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	375516	375983	+	WP_003084393.1	WP_003084393.1		membrane protein			PAO1OR_RS01700	468	155	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	375956	377194	-							PAO1OR_RS01705	1239		old_locus_tag=PAO1OR0337
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	375956	377194	-	WP_003112960.1	WP_003112960.1		MFS transporter			PAO1OR_RS01705	1239	412	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	377244	377897	-							PAO1OR_RS01710	654		old_locus_tag=PAO1OR0338
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	377244	377897	-	WP_003110585.1	WP_003110585.1		hypothetical protein			PAO1OR_RS01710	654	217	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	378101	378580	+							PAO1OR_RS01715	480		old_locus_tag=PAO1OR0339
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	378101	378580	+	WP_003084400.1	WP_003084400.1		RNA pyrophosphohydrolase			PAO1OR_RS01715	480	159	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	378603	380882	+							PAO1OR_RS01720	2280		old_locus_tag=PAO1OR0340
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	378603	380882	+	WP_003084404.1	WP_003084404.1		phosphoenolpyruvate-protein phosphotransferase PtsP			PAO1OR_RS01720	2280	759	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	381001	382038	+							PAO1OR_RS01725	1038		old_locus_tag=PAO1OR0341
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	381001	382038	+	WP_003112961.1	WP_003112961.1		histidine kinase			PAO1OR_RS01725	1038	345	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	382042	382797	-							PAO1OR_RS01730	756		old_locus_tag=PAO1OR0342
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	382042	382797	-	WP_003112962.1	WP_003112962.1		hypothetical protein			PAO1OR_RS01730	756	251	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	382919	383722	+							PAO1OR_RS01735	804		old_locus_tag=PAO1OR0343
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	382919	383722	+	WP_003110587.1	WP_003110587.1		hypothetical protein			PAO1OR_RS01735	804	267	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	383732	384532	+							PAO1OR_RS01740	801		old_locus_tag=PAO1OR0344
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	383732	384532	+	WP_003112963.1	WP_003112963.1		prolipoprotein diacylglyceryl transferase			PAO1OR_RS01740	801	266	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	384738	385532	+							PAO1OR_RS01745	795		old_locus_tag=PAO1OR0345
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	384738	385532	+	WP_003110588.1	WP_003110588.1		thymidylate synthase			PAO1OR_RS01745	795	264	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	385559	386356	-							PAO1OR_RS01750	798		old_locus_tag=PAO1OR0346
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	385559	386356	-	WP_003112965.1	WP_003112965.1		hypothetical protein			PAO1OR_RS01750	798	265	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	386391	387770	-							PAO1OR_RS01755	1380		old_locus_tag=PAO1OR0347
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	386391	387770	-	WP_003112966.1	WP_003112966.1		hypothetical protein			PAO1OR_RS01755	1380	459	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	387763	389148	-							PAO1OR_RS01760	1386		old_locus_tag=PAO1OR0348
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	387763	389148	-	WP_003112967.1	WP_003112967.1		hypothetical protein			PAO1OR_RS01760	1386	461	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	389339	389701	+							PAO1OR_RS01765	363		old_locus_tag=PAO1OR0349
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	389339	389701	+	WP_003102907.1	WP_003102907.1		hypothetical protein			PAO1OR_RS01765	363	120	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	389738	390889	-							PAO1OR_RS01770	1152		old_locus_tag=PAO1OR0350
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	389738	390889	-	WP_003102904.1	WP_003102904.1		glycerophosphoryl diester phosphodiesterase			PAO1OR_RS01770	1152	383	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	391207	392193	+							PAO1OR_RS01775	987		old_locus_tag=PAO1OR0351
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	391207	392193	+	WP_042159499.1	WP_042159499.1		hypothetical protein			PAO1OR_RS01775	987	328	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	392190	393230	+							PAO1OR_RS01780	1041		old_locus_tag=PAO1OR0352
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	392190	393230	+	WP_003112968.1	WP_003112968.1		hypothetical protein			PAO1OR_RS01780	1041	346	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	393313	393819	+							PAO1OR_RS01785	507		old_locus_tag=PAO1OR0353
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	393313	393819	+	WP_003084430.1	WP_003084430.1		dihydrofolate reductase			PAO1OR_RS01785	507	168	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	393835	394287	-							PAO1OR_RS01790	453		old_locus_tag=PAO1OR0354
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	393835	394287	-	WP_024082402.1	WP_024082402.1		phosphodiesterase			PAO1OR_RS01790	453	150	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	394447	395832	-							PAO1OR_RS01795	1386		old_locus_tag=PAO1OR0355
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	394447	395832	-	WP_003102887.1	WP_003102887.1		transporter			PAO1OR_RS01795	1386	461	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	396062	397900	-							PAO1OR_RS01800	1839		old_locus_tag=PAO1OR0356
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	396062	397900	-	WP_003084436.1	WP_003084436.1		dihydroxy-acid dehydratase			PAO1OR_RS01800	1839	612	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	398229	399425	-							PAO1OR_RS01805	1197		old_locus_tag=PAO1OR0357
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	398229	399425	-	WP_003084438.1	WP_003084438.1		hypothetical protein			PAO1OR_RS01805	1197	398	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	399498	400037	-							PAO1OR_RS01810	540		old_locus_tag=PAO1OR0358
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	399498	400037	-	WP_003102879.1	WP_003102879.1		glutamine amidotransferase			PAO1OR_RS01810	540	179	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	400199	401077	+							PAO1OR_RS01815	879		old_locus_tag=PAO1OR0359
CDS		GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	400199	401077	+	WP_003102877.1	WP_003102877.1		HDOD domain-containing protein			PAO1OR_RS01815	879	292	
gene	protein_coding	GCF_001291345.2	Primary Assembly	chromosome	I	NZ_LN871187.1	401136	401948	+							PAO1OR_RS01820	813		old_locus_tag=PAO1OR0360
