# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	406405	406929	+					aroL	945031	b0388	525		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	406405	406929	+	NP_414922.1	WP_000193393.1		shikimate kinase II	aroL	945031	b0388	525	174	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	406979	407170	+					yaiA	945043	b0389	192		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	406979	407170	+	NP_414923.1	WP_001142439.1		OxyR-regulated conserved protein	yaiA	945043	b0389	192	63	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	407428	408105	+					aroM	945045	b0390	678		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	407428	408105	+	NP_414924.1	WP_001276420.1		AroM family protein	aroM	945045	b0390	678	225	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	408177	408461	+					yaiE	945048	b0391	285		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	408177	408461	+	NP_414925.1	WP_000941942.1		UPF0345 family protein	yaiE	945048	b0391	285	94	
gene	pseudogene	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	408609	408950	+					ykiA	945423	b0392	342		pseudo
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	408609	408950	+					ykiA	945423	b0392	342		pseudo
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	409108	410019	-					rdgC	948585	b0393	912		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	409108	410019	-	NP_414927.1	WP_001298537.1		nucleoid-associated ssDNA and dsDNA binding protein; competitive inhibitor of RecA function	rdgC	948585	b0393	912	303	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	410144	411052	+					mak	949086	b0394	909		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	410144	411052	+	NP_414928.2	WP_001219309.1		manno(fructo)kinase	mak	949086	b0394	909	302	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	411297	412481	-					araJ	949077	b0396	1185		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	411297	412481	-	NP_414930.3	WP_001326926.1		L-arabinose-inducible putative transporter, MFS family	araJ	949077	b0396	1185	394	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	412607	415753	-					sbcC	949076	b0397	3147		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	412607	415753	-	NP_414931.1	WP_000698951.1		exonuclease, dsDNA, ATP-dependent	sbcC	949076	b0397	3147	1048	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	415750	416952	-					sbcD	945049	b0398	1203		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	415750	416952	-	NP_414932.1	WP_001221319.1		exonuclease, dsDNA, ATP-dependent	sbcD	945049	b0398	1203	400	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	417142	417831	+					phoB	945046	b0399	690		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	417142	417831	+	NP_414933.1	WP_000113933.1		response regulator in two-component regulatory system with PhoR	phoB	945046	b0399	690	229	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	417889	419184	+					phoR	945044	b0400	1296		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	417889	419184	+	NP_414934.1	WP_000893623.1		sensory histidine kinase in two-component regulatory system with PhoB	phoR	945044	b0400	1296	431	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	419591	420910	+					brnQ	945042	b0401	1320		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	419591	420910	+	NP_414935.1	WP_000149639.1		branched-chain amino acid transport system 2 carrier protein; LIV-II transport system for Ile, Leu, and Val	brnQ	945042	b0401	1320	439	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	420986	422359	+					proY	945050	b0402	1374		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	420986	422359	+	NP_414936.1	WP_001295329.1		proline-specific permease	proY	945050	b0402	1374	457	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	422518	424332	+					malZ	949131	b0403	1815		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	422518	424332	+	NP_414937.2	WP_000930752.1		maltodextrin glucosidase	malZ	949131	b0403	1815	604	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	424337	424918	-					acpH	949132	b0404	582		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	424337	424918	-	NP_414938.1	WP_001009885.1		acyl carrier protein (ACP) phosphodiesterase; ACP hydrolyase	acpH	949132	b0404	582	193	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	425011	426081	+					queA	944905	b0405	1071		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	425011	426081	+	NP_414939.1	WP_001266503.1		S-adenosylmethionine:tRNA ribosyltransferase-isomerase	queA	944905	b0405	1071	356	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	426137	427264	+					tgt	949130	b0406	1128		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	426137	427264	+	NP_414940.1	WP_000667319.1		tRNA-guanine transglycosylase	tgt	949130	b0406	1128	375	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	427287	427619	+					yajC	945374	b0407	333		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	427287	427619	+	NP_414941.1	WP_000007629.1		SecYEG protein translocase auxillary subunit	yajC	945374	b0407	333	110	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	427647	429494	+					secD	949133	b0408	1848		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	427647	429494	+	NP_414942.1	WP_000934822.1		SecYEG protein translocase auxillary subunit	secD	949133	b0408	1848	615	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	429505	430476	+					secF	949120	b0409	972		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	429505	430476	+	NP_414943.1	WP_000046637.1		SecYEG protein translocase auxillary subunit	secF	949120	b0409	972	323	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	430605	430952	+					yajD	945051	b0410	348		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	430605	430952	+	NP_414944.1	WP_000974813.1		HNH nuclease family protein	yajD	945051	b0410	348	115	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	431129	432013	-					tsx	946242	b0411	885		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	431129	432013	-	NP_414945.1	WP_001295328.1		nucleoside channel, receptor of phage T6 and colicin K	tsx	946242	b0411	885	294	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	432312	432851	-					yajI	947233	b0412	540		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	432312	432851	-	NP_414946.4	WP_001326929.1		putative lipoprotein	yajI	947233	b0412	540	179	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	433002	433451	+					nrdR	947437	b0413	450		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	433002	433451	+	NP_414947.1	WP_000543535.1		Nrd regulon repressor	nrdR	947437	b0413	450	149	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	433455	434558	+					ribD	945620	b0414	1104		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	433455	434558	+	NP_414948.1	WP_001150457.1		fused diaminohydroxyphosphoribosylaminopyrimidine deaminase and 5-amino-6-(5-phosphoribosylamino) uracil reductase	ribD	945620	b0414	1104	367	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	434647	435117	+					ribE	946453	b0415	471		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	434647	435117	+	NP_414949.1	WP_001021161.1		riboflavin synthase beta chain	ribE	946453	b0415	471	156	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	435137	435556	+					nusB	945054	b0416	420		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	435137	435556	+	NP_414950.1	WP_000801125.1		transcription antitermination protein	nusB	945054	b0416	420	139	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	435634	436611	+					thiL	947387	b0417	978		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	435634	436611	+	NP_414951.1	WP_000742109.1		thiamine monophosphate kinase	thiL	947387	b0417	978	325	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	436589	437107	+					pgpA	947542	b0418	519		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	436589	437107	+	NP_414952.1	WP_000154044.1		phosphatidylglycerophosphatase A	pgpA	947542	b0418	519	172	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	437161	438135	-					yajO	946903	b0419	975		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	437161	438135	-	NP_414953.2	WP_001199800.1		2-carboxybenzaldehyde reductase	yajO	946903	b0419	975	324	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	438315	440177	-					dxs	945060	b0420	1863		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	438315	440177	-	NP_414954.1	WP_000006797.1		1-deoxyxylulose-5-phosphate synthase, thiamine triphosphate-binding, FAD-requiring	dxs	945060	b0420	1863	620	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	440202	441101	-					ispA	945064	b0421	900		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	440202	441101	-	NP_414955.1	WP_000347217.1		geranyltranstransferase	ispA	945064	b0421	900	299	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	441101	441343	-					xseB	945069	b0422	243		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	441101	441343	-	NP_414956.1	WP_001124935.1		exonuclease VII small subunit	xseB	945069	b0422	243	80	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	441549	442997	+					thiI	945067	b0423	1449		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	441549	442997	+	NP_414957.1	WP_000668662.1		tRNA s(4)U8 sulfurtransferase	thiI	945067	b0423	1449	482	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	443051	443641	-					yajL	945066	b0424	591		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	443051	443641	-	NP_414958.4	WP_001276305.1		oxidative-stress-resistance chaperone	yajL	945066	b0424	591	196	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	443604	444515	-					panE	945065	b0425	912		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	443604	444515	-	NP_414959.1	WP_000705865.1		2-dehydropantoate reductase, NADPH-specific	panE	945065	b0425	912	303	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	444683	445174	+					yajQ	945063	b0426	492		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	444683	445174	+	NP_414960.2	WP_001138904.1		phage Phi6 host factor, ATP/GTP binding protein	yajQ	945063	b0426	492	163	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	445302	446666	-					yajR	945058	b0427	1365		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	445302	446666	-	NP_414961.4	WP_001000963.1		putative transporter	yajR	945058	b0427	1365	454	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	446815	447705	-					cyoE	945073	b0428	891		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	446815	447705	-	NP_414962.1	WP_000971336.1		protoheme IX farnesyltransferase	cyoE	945073	b0428	891	296	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	447717	448046	-					cyoD	944918	b0429	330		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	447717	448046	-	NP_414963.1	WP_000019869.1		cytochrome o ubiquinol oxidase subunit IV	cyoD	944918	b0429	330	109	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	448046	448660	-					cyoC	946897	b0430	615		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	448046	448660	-	NP_414964.1	WP_000179819.1		cytochrome o ubiquinol oxidase subunit III	cyoC	946897	b0430	615	204	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	448650	450641	-					cyoB	945615	b0431	1992		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	448650	450641	-	NP_414965.1	WP_000467180.1		cytochrome o ubiquinol oxidase subunit I	cyoB	945615	b0431	1992	663	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	450663	451610	-					cyoA	945080	b0432	948		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	450663	451610	-	NP_414966.1	WP_001239436.1		cytochrome o ubiquinol oxidase subunit II	cyoA	945080	b0432	948	315	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	452070	453545	-					ampG	946438	b0433	1476		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	452070	453545	-	NP_414967.1	WP_000098429.1		muropeptide transporter	ampG	946438	b0433	1476	491	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	453589	454167	-					yajG	945521	b0434	579		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	453589	454167	-	NP_414968.4	WP_001295326.1		putative lipoprotein	yajG	945521	b0434	579	192	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	454472	454789	+					bolA	947043	b0435	318		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	454472	454789	+	NP_414969.4	WP_000973448.1		stationary-phase morphogene, transcriptional repressor for mreB; also regulator for dacA, dacC, and ampC	bolA	947043	b0435	318	105	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	455133	456431	+					tig	945081	b0436	1299		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	455133	456431	+	NP_414970.1	WP_001198386.1		peptidyl-prolyl cis/trans isomerase (trigger factor)	tig	945081	b0436	1299	432	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	456677	457300	+					clpP	945082	b0437	624		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	456677	457300	+	NP_414971.1	WP_000122253.1		proteolytic subunit of ClpA-ClpP and ClpX-ClpP ATP-dependent serine proteases	clpP	945082	b0437	624	207	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	457426	458700	+					clpX	945083	b0438	1275		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	457426	458700	+	NP_414972.1	WP_000130305.1		ATPase and specificity subunit of ClpX-ClpP ATP-dependent serine protease	clpX	945083	b0438	1275	424	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	458888	461242	+					lon	945085	b0439	2355		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	458888	461242	+	NP_414973.1	WP_001295325.1		DNA-binding ATP-dependent protease La	lon	945085	b0439	2355	784	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	461451	461723	+					hupB	949095	b0440	273		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	461451	461723	+	NP_414974.1	WP_001043542.1		HU, DNA-binding transcriptional regulator, beta subunit	hupB	949095	b0440	273	90	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	461915	463786	+					ppiD	946056	b0441	1872		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	461915	463786	+	NP_414975.1	WP_000969372.1		periplasmic folding chaperone, has an inactive PPIase domain	ppiD	946056	b0441	1872	623	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	463937	464308	+					ybaV	945884	b0442	372		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	463937	464308	+	NP_414976.1	WP_000680312.1		putative competence-suppressing periplasmic helix-hairpin-helix DNA-binding protein	ybaV	945884	b0442	372	123	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	464402	464800	+					fadM	945812	b0443	399		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	464402	464800	+	NP_414977.1	WP_001194534.1		long-chain acyl-CoA thioesterase III	fadM	945812	b0443	399	132	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	464852	465547	-					queC	947034	b0444	696		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	464852	465547	-	NP_414978.1	WP_000817220.1		7-cyano-7-deazaguanine (preQ0) synthase; queuosine biosynthesis	queC	947034	b0444	696	231	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	465612	467312	-					ybaE	949093	b0445	1701		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	465612	467312	-	NP_414979.1	WP_001238234.1		putative ABC transporter periplasmic binding protein	ybaE	949093	b0445	1701	566	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	467412	468230	+					cof	945089	b0446	819		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	467412	468230	+	NP_414980.2	WP_001336137.1		thiamine pyrimidine pyrophosphate hydrolase; HMP-PP phosphatase	cof	945089	b0446	819	272	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	468383	468841	+					ybaO	945091	b0447	459		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	468383	468841	+	NP_414981.4	WP_000884589.1		putative DNA-binding transcriptional regulator	ybaO	945091	b0447	459	152	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	468871	470643	+					mdlA	945092	b0448	1773		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	468871	470643	+	NP_414982.1	WP_001235649.1		putative multidrug ABC transporter ATPase	mdlA	945092	b0448	1773	590	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	470636	472417	+					mdlB	945088	b0449	1782		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	470636	472417	+	NP_414983.1	WP_001256201.1		putative multidrug ABC transporter ATPase	mdlB	945088	b0449	1782	593	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	472598	472936	+					glnK	945087	b0450	339		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	472598	472936	+	NP_414984.1	WP_000780338.1		nitrogen assimilation regulatory protein for GlnL, GlnE, and AmtB	glnK	945087	b0450	339	112	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	472966	474252	+					amtB	945084	b0451	1287		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	472966	474252	+	NP_414985.1	WP_000685029.1		ammonium transporter	amtB	945084	b0451	1287	428	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	474301	475161	-					tesB	945074	b0452	861		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	474301	475161	-	NP_414986.1	WP_000075876.1		acyl-CoA thioesterase 2	tesB	945074	b0452	861	286	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	475379	475951	+					ybaY	945070	b0453	573		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	475379	475951	+	NP_414987.3	WP_000779842.1		outer membrane lipoprotein	ybaY	945070	b0453	573	190	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	475982	476371	-					ybaZ	945094	b0454	390		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	475982	476371	-	NP_414988.1	WP_001300427.1		excision repair protein, alkyltransferase-like protein ATL	ybaZ	945094	b0454	390	129	
gene	SRP_RNA	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	476448	476561	+					ffs	944909	b0455	114		
ncRNA	SRP_RNA	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	476448	476561	+				4.5S sRNA component of Signal Recognition Particle (SRP)	ffs	944909	b0455	114		
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	476672	477025	+					ybaA	948863	b0456	354		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	476672	477025	+	NP_414989.1	WP_000878140.1		DUF1428 family protein	ybaA	948863	b0456	354	117	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	477067	478617	-					ylaB	948951	b0457	1551		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	477067	478617	-	NP_414990.2	WP_001310610.1		putative membrane-anchored cyclic-di-GMP phosphodiesterase	ylaB	948951	b0457	1551	516	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	478781	479251	-					ylaC	948876	b0458	471		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	478781	479251	-	NP_414991.4	WP_000136192.1		DUF1449 family inner membrane protein	ylaC	948876	b0458	471	156	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	479367	479918	-					maa	945096	b0459	552		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	479367	479918	-	NP_414992.1	WP_000102564.1		maltose O-acetyltransferase	maa	945096	b0459	552	183	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	480090	480308	-					hha	945098	b0460	219		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	480090	480308	-	NP_414993.1	WP_001291435.1		modulator of gene expression, with H-NS	hha	945098	b0460	219	72	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	480334	480708	-					tomB	945106	b0461	375		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	480334	480708	-	NP_414994.1	WP_000344800.1		Hha toxicity attenuator; conjugation-related protein	tomB	945106	b0461	375	124	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	481254	484403	-					acrB	945108	b0462	3150		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	481254	484403	-	NP_414995.1	WP_001132469.1		multidrug efflux system protein	acrB	945108	b0462	3150	1049	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	484426	485619	-					acrA	945112	b0463	1194		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	484426	485619	-	NP_414996.1	WP_001295324.1		multidrug efflux system	acrA	945112	b0463	1194	397	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	485761	486408	+					acrR	945516	b0464	648		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	485761	486408	+	NP_414997.1	WP_000101737.1		transcriptional repressor	acrR	945516	b0464	648	215	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	486536	489898	+					mscK	945132	b0465	3363		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	486536	489898	+	NP_414998.1	WP_000177732.1		mechanosensitive channel protein, intermediate conductance, K+ regulated	mscK	945132	b0465	3363	1120	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	490110	490271	-					ybaM	945144	b0466	162		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	490110	490271	-	NP_414999.1	WP_000051153.1		DUF2496 family protein	ybaM	945144	b0466	162	53	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	490285	490812	-					priC	945071	b0467	528		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	490285	490812	-	NP_415000.1	WP_000844874.1		primosomal replication protein N''	priC	945071	b0467	528	175	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	490882	491259	+					ybaN	945558	b0468	378		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	490882	491259	+	NP_415001.1	WP_001188905.1		DUF454 family inner membrane protein	ybaN	945558	b0468	378	125	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	491412	491963	+					apt	945113	b0469	552		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	491412	491963	+	NP_415002.1	WP_000127356.1		adenine phosphoribosyltransferase	apt	945113	b0469	552	183	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	492092	494023	+					dnaX	945105	b0470	1932		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	492092	494023	+	NP_415003.1	WP_000122013.1		DNA polymerase III/DNA elongation factor III, tau and gamma subunits	dnaX	945105	b0470	1932	643	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	494076	494405	+					ybaB	945104	b0471	330		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	494076	494405	+	NP_415004.1	WP_000467098.1		DNA-binding protein, putative nucleoid-associated protein	ybaB	945104	b0471	330	109	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	494405	495010	+					recR	945100	b0472	606		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	494405	495010	+	NP_415005.1	WP_001195025.1		gap repair protein	recR	945100	b0472	606	201	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	495120	496994	+					htpG	945099	b0473	1875		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	495120	496994	+	NP_415006.1	WP_000678201.1		protein refolding molecular co-chaperone Hsp90, Hsp70-dependent; heat-shock protein; ATPase	htpG	945099	b0473	1875	624	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	497175	497819	+					adk	945097	b0474	645		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	497175	497819	+	NP_415007.1	WP_001220233.1		adenylate kinase	adk	945097	b0474	645	214	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	498055	499017	+					hemH	947532	b0475	963		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	498055	499017	+	NP_415008.1	WP_001250103.1		ferrochelatase	hemH	947532	b0475	963	320	
gene	protein_coding	GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	499014	499973	-					aes	947514	b0476	960		
CDS		GCF_000005845.2	Primary Assembly	chromosome		NC_000913.3	499014	499973	-	NP_415009.1	WP_000801813.1		acetyl esterase	aes	947514	b0476	960	319	
