# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	338435	340183	-							P425_RS07095	1749		"partial;old_locus_tag=P425_00291"
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	338435	340183	-	WP_031696843.1	WP_031696843.1		hypothetical protein			P425_RS07095	1749	582	partial
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	341922	343532	+							P425_RS07100	1611		old_locus_tag=P425_00292
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	341922	343532	+	WP_010886073.1	WP_010886073.1		PPE family protein PPE3			P425_RS07100	1611	536	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	343556	344464	+							P425_RS07105	909		old_locus_tag=P425_00293
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	343556	344464	+	WP_003401448.1	WP_003401448.1		S-adenosylmethionine-dependent methyltransferase			P425_RS07105	909	302	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	344721	346583	+							P425_RS07110	1863		old_locus_tag=P425_00294
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	344721	346583	+	WP_003911145.1	WP_003911145.1		type VII secretion AAA-ATPase EccA			P425_RS07110	1863	620	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	346580	348196	+							P425_RS07115	1617		old_locus_tag=P425_00295
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	346580	348196	+	WP_003401472.1	WP_003401472.1		ESX-3 secretion system protein eccB3			P425_RS07115	1617	538	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	348193	352185	+							P425_RS07120	3993		old_locus_tag=P425_00296
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	348193	352185	+	WP_003916637.1	WP_003916637.1		type VII secretion protein EccC			P425_RS07120	3993	1330	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	352182	352490	+							P425_RS07125	309		old_locus_tag=P425_00297
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	352182	352490	+	WP_003401485.1	WP_003401485.1		cell motility protein			P425_RS07125	309	102	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	352493	354034	+							P425_RS07130	1542		old_locus_tag=P425_00298
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	352493	354034	+	WP_003401488.1	WP_003401488.1		hypothetical protein			P425_RS07130	1542	513	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	354083	354376	+							P425_RS07135	294		old_locus_tag=P425_00299
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	354083	354376	+	WP_003401503.1	WP_003401503.1		type VII secretion system protein EsxS			P425_RS07135	294	97	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	354406	354696	+							P425_RS07140	291		old_locus_tag=P425_00300
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	354406	354696	+	WP_003401514.1	WP_003401514.1		ESAT-6-like protein EsxH			P425_RS07140	291	96	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	354707	355594	+							P425_RS07145	888		old_locus_tag=P425_00301
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	354707	355594	+	WP_003401521.1	WP_003401521.1		ESX-3 secretion-associated protein EspG3			P425_RS07145	888	295	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	355638	357059	+							P425_RS07150	1422		old_locus_tag=P425_00302
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	355638	357059	+	WP_003912574.1	WP_003912574.1		type VII secretion integral membrane protein EccD			P425_RS07150	1422	473	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	357056	358441	+							P425_RS07155	1386		old_locus_tag=P425_00303
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	357056	358441	+	WP_003401528.1	WP_003401528.1		type VII secretion-associated serine protease			P425_RS07155	1386	461	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	358438	359433	+							P425_RS07160	996		old_locus_tag=P425_00304
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	358438	359433	+	WP_003916638.1	WP_003916638.1		type VII secretion protein EccE			P425_RS07160	996	331	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	359420	360622	-							P425_RS07165	1203		old_locus_tag=P425_00305
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	359420	360622	-	WP_003898396.1	WP_003898396.1		hypothetical protein			P425_RS07165	1203	400	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	360729	361514	+							P425_RS07170	786		old_locus_tag=P425_00306
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	360729	361514	+	WP_003401538.1	WP_003401538.1		trans-aconitate 2-methyltransferase			P425_RS07170	786	261	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	361503	362306	-							P425_RS07175	804		old_locus_tag=P425_00307
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	361503	362306	-	WP_003401540.1	WP_003401540.1		hypothetical protein			P425_RS07175	804	267	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	362316	363722	-							P425_RS07180	1407		old_locus_tag=P425_00308
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	362316	363722	-	WP_003911150.1	WP_003911150.1		sulfatase			P425_RS07180	1407	468	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	363892	365667	+							P425_RS07185	1776		old_locus_tag=P425_00309
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	363892	365667	+	WP_010886074.1	WP_010886074.1		hypothetical protein			P425_RS07185	1776	591	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	365810	366037	+							P425_RS07190	228		old_locus_tag=P425_00310
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	365810	366037	+	WP_003401555.1	WP_003401555.1		antitoxin			P425_RS07190	228	75	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	366034	366336	+							P425_RS07195	303		old_locus_tag=P425_00311
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	366034	366336	+	WP_003401560.1	WP_003401560.1		toxin Rv0299			P425_RS07195	303	100	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	366384	366605	+							P425_RS07200	222		old_locus_tag=P425_00312
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	366384	366605	+	WP_003401563.1	WP_003401563.1		antitoxin VapB2			P425_RS07200	222	73	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	366596	367027	+							P425_RS07205	432		old_locus_tag=P425_00313
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	366596	367027	+	WP_003902648.1	WP_003902648.1		ribonuclease			P425_RS07205	432	143	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	367163	367795	+							P425_RS07210	633		old_locus_tag=P425_00314
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	367163	367795	+	WP_003401571.1	WP_003401571.1		transcriptional regulator			P425_RS07210	633	210	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	367792	368700	+							P425_RS07215	909		old_locus_tag=P425_00315
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	367792	368700	+	WP_003900117.1	WP_003900117.1		dehydrogenase/reductase			P425_RS07215	909	302	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	368708	372166	-							P425_RS0104185	3459		
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	368708	372166	-	WP_031648500.1	WP_031648500.1		hypothetical protein			P425_RS0104185	3459	1152	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	375378	378269	-							P425_RS07220	2892		old_locus_tag=P425_00317
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	375378	378269	-	WP_009935618.1	WP_009935618.1		PPE family protein PPE6			P425_RS07220	2892	963	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	378472	379143	+							P425_RS07225	672		old_locus_tag=P425_00318
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	378472	379143	+	WP_003401584.1	WP_003401584.1		oxidoreductase			P425_RS07225	672	223	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	379131	379613	-							P425_RS07230	483		old_locus_tag=P425_00319
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	379131	379613	-	WP_003401589.1	WP_003401589.1		hypothetical protein			P425_RS07230	483	160	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	379671	380387	+							P425_RS07235	717		old_locus_tag=P425_00320
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	379671	380387	+	WP_003401594.1	WP_003401594.1		membrane protein			P425_RS07235	717	238	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	380489	381145	+							P425_RS07240	657		old_locus_tag=P425_00321
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	380489	381145	+	WP_003401597.1	WP_003401597.1		hypothetical protein			P425_RS07240	657	218	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	381215	381706	-							P425_RS07245	492		old_locus_tag=P425_00322
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	381215	381706	-	WP_003401601.1	WP_003401601.1		hypothetical protein			P425_RS07245	492	163	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	381730	382959	+							P425_RS07250	1230		old_locus_tag=P425_00323
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	381730	382959	+	WP_003898398.1	WP_003898398.1		hypothetical protein			P425_RS07250	1230	409	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	383114	384976	+							P425_RS07255	1863		old_locus_tag=P425_00324
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	383114	384976	+	WP_003900119.1	WP_003900119.1		hypothetical protein			P425_RS07255	1863	620	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	385048	385434	+							P425_RS07260	387		old_locus_tag=P425_00325
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	385048	385434	+	WP_003401613.1	WP_003401613.1		hypothetical protein			P425_RS07260	387	128	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	385437	386072	-							P425_RS07265	636		old_locus_tag=P425_00326
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	385437	386072	-	WP_003902950.1	WP_003902950.1		membrane protein			P425_RS07265	636	211	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	386160	387044	+							P425_RS07270	885		old_locus_tag=P425_00327
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	386160	387044	+	WP_003911156.1	WP_003911156.1		beta-1,3-glucanase			P425_RS07270	885	294	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	387093	387707	+							P425_RS07275	615		old_locus_tag=P425_00328
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	387093	387707	+	WP_003401623.1	WP_003401623.1		muconolactone isomerase			P425_RS07275	615	204	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	387731	388525	-							P425_RS07280	795		old_locus_tag=P425_00329
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	387731	388525	-	WP_016719464.1	WP_016719464.1		glycerophosphoryl diester phosphodiesterase			P425_RS07280	795	264	
gene	tRNA	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	388759	388832	-							P425_RS07285	74		old_locus_tag=P425_00330
tRNA		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	388759	388832	-				tRNA-Gly			P425_RS07285	74		anticodon=CCC
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	388863	389639	-							P425_RS07290	777		old_locus_tag=P425_00331
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	388863	389639	-	WP_003911157.1	WP_003911157.1		membrane protein			P425_RS07290	777	258	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	389706	390374	+							P425_RS07295	669		old_locus_tag=P425_00332
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	389706	390374	+	WP_003401632.1	WP_003401632.1		pyrrolidone-carboxylate peptidase			P425_RS07295	669	222	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	390446	391108	+							P425_RS07300	663		old_locus_tag=P425_00333
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	390446	391108	+	WP_003401636.1	WP_003401636.1		hypothetical protein			P425_RS07300	663	220	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	391140	391712	+							P425_RS07305	573		old_locus_tag=P425_00334
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	391140	391712	+	WP_003898399.1	WP_003898399.1		deoxycytidine triphosphate deaminase			P425_RS07305	573	190	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	391818	393149	+							P425_RS07310	1332		old_locus_tag=P425_00335
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	391818	393149	+	WP_003898400.1	WP_003898400.1		UDP-glucose 6-dehydrogenase UdgA			P425_RS07310	1332	443	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	393138	393809	-							P425_RS07315	672		old_locus_tag=P425_00336
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	393138	393809	-	WP_003401643.1	WP_003401643.1		hypothetical protein			P425_RS07315	672	223	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	393910	394590	+							P425_RS07320	681		old_locus_tag=P425_00337
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	393910	394590	+	WP_003906339.1	WP_003906339.1		transcriptional regulator			P425_RS07320	681	226	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	394597	394821	+							P425_RS07325	225		old_locus_tag=P425_00338
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	394597	394821	+	WP_003898401.1	WP_003898401.1		hypothetical protein			P425_RS07325	225	74	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	394831	395286	+							P425_RS07330	456		old_locus_tag=P425_00339
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	394831	395286	+	WP_003898402.1	WP_003898402.1		hypothetical protein			P425_RS07330	456	151	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	395254	396603	-							P425_RS07335	1350		old_locus_tag=P425_00340
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	395254	396603	-	WP_003401650.1	WP_003401650.1		cytochrome P450 Cyp135A1			P425_RS07335	1350	449	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	396669	397271	+							P425_RS07340	603		old_locus_tag=P425_00341
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	396669	397271	+	WP_003401651.1	WP_003401651.1		transcriptional regulator			P425_RS07340	603	200	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	397252	397878	-							P425_RS07345	627		old_locus_tag=P425_00342
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	397252	397878	-	WP_003401654.1	WP_003401654.1		hypothetical protein			P425_RS07345	627	208	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	397905	398645	-							P425_RS07350	741		old_locus_tag=P425_00343
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	397905	398645	-	WP_003401656.1	WP_003401656.1		hypothetical protein			P425_RS07350	741	246	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	398759	399925	+							P425_RS07355	1167		old_locus_tag=P425_00344
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	398759	399925	+	WP_003900904.1	WP_003900904.1		dehydrogenase/reductase			P425_RS07355	1167	388	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	400030	400785	+							P425_RS07360	756		old_locus_tag=P425_00345
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	400030	400785	+	WP_003911158.1	WP_003911158.1		hypothetical protein			P425_RS07360	756	251	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	400812	401186	+							P425_RS07365	375		old_locus_tag=P425_00346
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	400812	401186	+	WP_003401666.1	WP_003401666.1		hypothetical protein			P425_RS07365	375	124	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	401216	402082	+							P425_RS07370	867		old_locus_tag=P425_00347
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	401216	402082	+	WP_003401670.1	WP_003401670.1		glucose-1-phosphate thymidylyltransferase			P425_RS07370	867	288	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	402093	402395	-							P425_RS0104195	303		
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	402093	402395	-	WP_003904385.1	WP_003904385.1		PE family protein			P425_RS0104195	303	100	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	402750	404261	+							P425_RS07375	1512		old_locus_tag=P425_00349
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	402750	404261	+	WP_003906341.1	WP_003906341.1		hypothetical protein			P425_RS07375	1512	503	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	404431	405720	-							P425_RS07380	1290		old_locus_tag=P425_00350
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	404431	405720	-	WP_003401733.1	WP_003401733.1		aspartate aminotransferase			P425_RS07380	1290	429	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	405751	408399	-							P425_RS07385	2649		old_locus_tag=P425_00351
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	405751	408399	-	WP_003916653.1	WP_003916653.1		iron-sulfur-binding reductase			P425_RS07385	2649	882	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	408508	410958	-							P425_RS07390	2451		old_locus_tag=P425_00352
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	408508	410958	-	WP_003912578.1	WP_003912578.1		transcriptional regulator			P425_RS07390	2451	816	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	411192	411731	+							P425_RS07395	540		old_locus_tag=P425_00353
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	411192	411731	+	WP_003401737.1	WP_003401737.1		hypothetical protein			P425_RS07395	540	179	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	411920	413359	+							P425_RS07400	1440		old_locus_tag=P425_00354
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	411920	413359	+	WP_003901837.1	WP_003901837.1		isoniazid-induced protein IniB			P425_RS07400	1440	479	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	413465	415318	+							P425_RS07405	1854		old_locus_tag=P425_00355
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	413465	415318	+	WP_003911164.1	WP_003911164.1		isoniazid-inducible protein iniA			P425_RS07405	1854	617	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	415315	416796	+							P425_RS07410	1482		old_locus_tag=P425_00356
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	415315	416796	+	WP_003401747.1	WP_003401747.1		isoniazid-induced protein IniC			P425_RS07410	1482	493	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	416939	417472	-							P425_RS07415	534		old_locus_tag=P425_00357
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	416939	417472	-	WP_009936037.1	WP_009936037.1		hypothetical protein			P425_RS07415	534	177	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	417602	418018	+							P425_RS07420	417		old_locus_tag=P425_00358
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	417602	418018	+	WP_003898408.1	WP_003898408.1		hypothetical protein			P425_RS07420	417	138	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	418060	419523	-							P425_RS07425	1464		old_locus_tag=P425_00359
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	418060	419523	-	WP_003898409.1	WP_003898409.1		L-asparagine permease 2			P425_RS07425	1464	487	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	419862	420848	+							P425_RS07430	987		old_locus_tag=P425_00360
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	419862	420848	+	WP_003401755.1	WP_003401755.1		membrane protein			P425_RS07430	987	328	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	420851	421504	+							P425_RS07435	654		old_locus_tag=P425_00361
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	420851	421504	+	WP_003401756.1	WP_003401756.1		transcriptional regulator			P425_RS07435	654	217	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	421507	422166	+							P425_RS07440	660		old_locus_tag=P425_00362
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	421507	422166	+	WP_003900125.1	WP_003900125.1		hypothetical protein			P425_RS07440	660	219	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	422393	424270	+					dnaK		P425_RS07445	1878		old_locus_tag=P425_00363
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	422393	424270	+	WP_003401814.1	WP_003401814.1		molecular chaperone DnaK	dnaK		P425_RS07445	1878	625	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	424267	424974	+							P425_RS07450	708		old_locus_tag=P425_00364
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	424267	424974	+	WP_003401817.1	WP_003401817.1		protein GrpE			P425_RS07450	708	235	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	425010	426197	+							P425_RS07455	1188		old_locus_tag=P425_00365
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	425010	426197	+	WP_003401821.1	WP_003401821.1		molecular chaperone DnaJ			P425_RS07455	1188	395	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	426197	426577	+							P425_RS07460	381		old_locus_tag=P425_00366
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	426197	426577	+	WP_003401823.1	WP_003401823.1		MerR family transcriptional regulator			P425_RS07460	381	126	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	426651	427208	-							P425_RS07465	558		old_locus_tag=P425_00367
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	426651	427208	-	WP_003900910.1	WP_003900910.1		hypothetical protein			P425_RS07465	558	185	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	427285	427896	-							P425_RS0104200	612		partial
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	427285	427896	-	WP_031696844.1	WP_031696844.1		hypothetical protein			P425_RS0104200	612	203	partial
gene	pseudogene	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	428516	432382	-							P425_RS0104205	3867		"partial;pseudo"
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	428516	432382	-							P425_RS0104205	3867		"partial;pseudo"
gene	pseudogene	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	436223	442287	-							P425_RS07470	6065		"partial;pseudo;old_locus_tag=P425_00368"
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	436223	442287	-							P425_RS07470	6065		"partial;pseudo"
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	442438	443082	-							P425_RS07475	645		old_locus_tag=P425_00369
CDS		GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	442438	443082	-	WP_003401827.1	WP_003401827.1		hypothetical protein			P425_RS07475	645	214	
gene	protein_coding	GCF_000667805.1	Primary Assembly	unplaced scaffold		NZ_KK339370.1	443079	444377	-							P425_RS07480	1299		old_locus_tag=P425_00370
