# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	142904	143632	-							Z166_RS0100920	729		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	142904	143632	-	WP_024773272.1	WP_024773272.1		hypothetical protein			Z166_RS0100920	729	242	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	143852	144283	+							Z166_RS08460	432		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	143852	144283	+	WP_033723410.1	WP_033723410.1		CAAX amino protease			Z166_RS08460	432	143	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	144243	144542	+							Z166_RS0100930	300		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	144243	144542	+	WP_001868198.1	WP_001868198.1		hypothetical protein			Z166_RS0100930	300	99	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	144647	144898	+							Z166_RS0100935	252		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	144647	144898	+	WP_000006537.1	WP_000006537.1		hypothetical protein			Z166_RS0100935	252	83	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	144870	145673	+							Z166_RS0100940	804		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	144870	145673	+	WP_024773273.1	WP_024773273.1		hypothetical protein			Z166_RS0100940	804	267	
gene	pseudogene	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	145988	147054	-							Z166_RS08465	1067		pseudo
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	145988	147054	-							Z166_RS08465	1067		pseudo
gene	pseudogene	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	148164	150128	-							Z166_RS08470	1965		pseudo
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	148164	150128	-							Z166_RS08470	1965		pseudo
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	150978	151994	+							Z166_RS0100960	1017		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	150978	151994	+	WP_024773274.1	WP_024773274.1		tRNA(Ile)-lysidine synthetase			Z166_RS0100960	1017	338	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	152088	153074	+							Z166_RS0100965	987		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	152088	153074	+	WP_024773275.1	WP_024773275.1		tRNA-dihydrouridine synthase			Z166_RS0100965	987	328	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	153044	153961	+							Z166_RS0100970	918		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	153044	153961	+	WP_024773276.1	WP_024773276.1		membrane protein			Z166_RS0100970	918	305	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	154125	156098	+							Z166_RS0100980	1974		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	154125	156098	+	WP_024773277.1	WP_024773277.1		membrane protein			Z166_RS0100980	1974	657	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	156171	157499	-							Z166_RS0100985	1329		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	156171	157499	-	WP_033723420.1	WP_033723420.1		C4-dicarboxylate ABC transporter			Z166_RS0100985	1329	442	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	157577	158629	+					ansB		Z166_RS0100990	1053		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	157577	158629	+	WP_033723411.1	WP_033723411.1		L-asparaginase II	ansB		Z166_RS0100990	1053	350	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	158907	159377	-							Z166_RS0100995	471		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	158907	159377	-	WP_024773280.1	WP_024773280.1		zinc ABC transporter substrate-binding protein			Z166_RS0100995	471	156	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	159406	159828	-							Z166_RS0101000	423		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	159406	159828	-	WP_024773281.1	WP_024773281.1		hypothetical protein			Z166_RS0101000	423	140	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	160096	160728	+							Z166_RS0101010	633		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	160096	160728	+	WP_000498369.1	WP_000498369.1		hypothetical protein			Z166_RS0101010	633	210	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	160797	162497	+							Z166_RS0101015	1701		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	160797	162497	+	WP_024773282.1	WP_024773282.1		DNA polymerase III subunit gamma/tau			Z166_RS0101015	1701	566	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	162494	162895	+							Z166_RS0101020	402		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	162494	162895	+	WP_001201267.1	WP_001201267.1		tRNA threonylcarbamoyladenosine biosynthesis protein TsaE			Z166_RS0101020	402	133	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	162908	163630	+							Z166_RS0101025	723		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	162908	163630	+	WP_000353224.1	WP_000353224.1		LPS export ABC transporter ATP-binding protein			Z166_RS0101025	723	240	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	163633	164877	+							Z166_RS0101030	1245		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	163633	164877	+	WP_024773283.1	WP_024773283.1		RNA polymerase sigma-54 factor			Z166_RS0101030	1245	414	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	165167	166021	+							Z166_RS08475	855		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	165167	166021	+	WP_033723421.1	WP_033723421.1		membrane protein			Z166_RS08475	855	284	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	166060	166740	-							Z166_RS0101040	681		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	166060	166740	-	WP_024773284.1	WP_024773284.1		7-cyano-7-deazaguanine synthase			Z166_RS0101040	681	226	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	166799	168022	+							Z166_RS0101045	1224		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	166799	168022	+	WP_024773285.1	WP_024773285.1		poly(A) polymerase			Z166_RS0101045	1224	407	
gene	pseudogene	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	168137	168790	+							Z166_RS08480	654		pseudo
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	168137	168790	+							Z166_RS08480	654		pseudo
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	168956	170275	+							Z166_RS0101055	1320		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	168956	170275	+	WP_024773286.1	WP_024773286.1		glutamate--tRNA ligase			Z166_RS0101055	1320	439	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	170272	170565	+							Z166_RS0101060	294		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	170272	170565	+	WP_024773287.1	WP_024773287.1		membrane protein			Z166_RS0101060	294	97	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	170574	172256	+							Z166_RS0101065	1683		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	170574	172256	+	WP_024773288.1	WP_024773288.1		murein transglycosylase			Z166_RS0101065	1683	560	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	172253	173074	+							Z166_RS0101070	822		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	172253	173074	+	WP_000591490.1	WP_000591490.1		UTP--glucose-1-phosphate uridylyltransferase			Z166_RS0101070	822	273	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	173086	173493	+							Z166_RS0101075	408		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	173086	173493	+	WP_024773289.1	WP_024773289.1		hypothetical protein			Z166_RS0101075	408	135	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	173496	174764	+							Z166_RS0101080	1269		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	173496	174764	+	WP_024773290.1	WP_024773290.1		UDP-N-acetylglucosamine 1-carboxyvinyltransferase			Z166_RS0101080	1269	422	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	174822	176228	+							Z166_RS0101085	1407		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	174822	176228	+	WP_024421977.1	WP_024421977.1		aspartate ammonia-lyase			Z166_RS0101085	1407	468	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	176273	176857	+							Z166_RS08485	585		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000002.1	176273	176857	+	WP_033723414.1	WP_033723414.1		uracil-DNA glycosylase			Z166_RS08485	585	194	
gene	pseudogene	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	25	723	-							Z166_RS0101095	699		partial;pseudo
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	25	723	-							Z166_RS0101095	699		partial;pseudo
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	761	1384	-							Z166_RS0101100	624		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	761	1384	-	WP_024773292.1	WP_024773292.1		phosphoserine phosphatase			Z166_RS0101100	624	207	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	1400	1903	-							Z166_RS0101105	504		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	1400	1903	-	WP_000949213.1	WP_000949213.1		ferritin			Z166_RS0101105	504	167	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	2212	3294	+							Z166_RS0101110	1083		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	2212	3294	+	WP_024773293.1	WP_024773293.1		radical SAM protein			Z166_RS0101110	1083	360	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	3467	6127	+							Z166_RS0101115	2661		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	3467	6127	+	WP_024773294.1	WP_024773294.1		peptidase			Z166_RS0101115	2661	886	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	6129	7190	+							Z166_RS0101120	1062		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	6129	7190	+	WP_024773295.1	WP_024773295.1		dehypoxanthine futalosine cyclase			Z166_RS0101120	1062	353	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	7193	8491	+							Z166_RS0101125	1299		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	7193	8491	+	WP_024773296.1	WP_024773296.1		peptidase M16			Z166_RS0101125	1299	432	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	8488	9915	+					gatB		Z166_RS0101130	1428		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	8488	9915	+	WP_033723423.1	WP_033723423.1		glutamyl-tRNA amidotransferase	gatB		Z166_RS0101130	1428	475	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	9915	11150	+							Z166_RS0101135	1236		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	9915	11150	+	WP_024773298.1	WP_024773298.1		SurA protein			Z166_RS0101135	1236	411	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	11161	12168	+							Z166_RS0101140	1008		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	11161	12168	+	WP_024773299.1	WP_024773299.1		hypothetical protein			Z166_RS0101140	1008	335	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	12169	12633	+							Z166_RS0101145	465		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	12169	12633	+	WP_024773300.1	WP_024773300.1		ribonuclease H			Z166_RS0101145	465	154	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	12608	13327	+							Z166_RS0101150	720		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	12608	13327	+	WP_024773301.1	WP_024773301.1		ribonuclease III			Z166_RS0101150	720	239	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	13324	14421	+							Z166_RS0101155	1098		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	13324	14421	+	WP_024773302.1	WP_024773302.1		chorismate synthase			Z166_RS0101155	1098	365	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	14459	14974	+							Z166_RS0101160	516		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	14459	14974	+	WP_024773303.1	WP_024773303.1		hypothetical protein			Z166_RS0101160	516	171	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	14974	16347	+							Z166_RS0101165	1374		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	14974	16347	+	WP_024773304.1	WP_024773304.1		coproporphyrinogen III oxidase			Z166_RS0101165	1374	457	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	16344	17633	+							Z166_RS0101170	1290		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	16344	17633	+	WP_024773305.1	WP_024773305.1		glycerol-3-phosphate dehydrogenase			Z166_RS0101170	1290	429	
gene	pseudogene	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	17711	22361	+							Z166_RS08490	4651		pseudo
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	17711	22361	+							Z166_RS08490	4651		pseudo
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	22606	23418	+							Z166_RS0101180	813		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	22606	23418	+	WP_024773306.1	WP_024773306.1		membrane protein			Z166_RS0101180	813	270	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	23577	24749	+							Z166_RS0101185	1173		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	23577	24749	+	WP_024773307.1	WP_024773307.1		aspartate aminotransferase			Z166_RS0101185	1173	390	
gene	pseudogene	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	25018	26006	+							Z166_RS08495	989		pseudo
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	25018	26006	+							Z166_RS08495	989		pseudo
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	26024	27091	+							Z166_RS0101195	1068		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	26024	27091	+	WP_024773308.1	WP_024773308.1		integrase			Z166_RS0101195	1068	355	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	27154	27660	-							Z166_RS0101200	507		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	27154	27660	-	WP_001871916.1	WP_001871916.1		methylated-DNA--protein-cysteine methyltransferase			Z166_RS0101200	507	168	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	27664	28431	-							Z166_RS0101205	768		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	27664	28431	-	WP_024773309.1	WP_024773309.1		membrane protein			Z166_RS0101205	768	255	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	28545	29492	-							Z166_RS0101210	948		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	28545	29492	-	WP_024773310.1	WP_024773310.1		oxidoreductase			Z166_RS0101210	948	315	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	29554	31920	-							Z166_RS0101215	2367		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	29554	31920	-	WP_024773311.1	WP_024773311.1		ribonucleotide-diphosphate reductase subunit alpha			Z166_RS0101215	2367	788	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	32091	32588	-							Z166_RS0101220	498		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	32091	32588	-	WP_024773312.1	WP_024773312.1		hypothetical protein			Z166_RS0101220	498	165	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	32628	32948	-							Z166_RS0101225	321		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	32628	32948	-	WP_024773313.1	WP_024773313.1		hypothetical protein			Z166_RS0101225	321	106	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	33260	33754	-							Z166_RS0101230	495		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	33260	33754	-	WP_024773314.1	WP_024773314.1		membrane protein			Z166_RS0101230	495	164	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	33778	34140	-							Z166_RS0101235	363		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	33778	34140	-	WP_033723424.1	WP_033723424.1		pantothenate kinase			Z166_RS0101235	363	120	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	34346	35647	-					glmU		Z166_RS0101240	1302		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	34346	35647	-	WP_024773316.1	WP_024773316.1		bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase	glmU		Z166_RS0101240	1302	433	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	35604	35750	+							Z166_RS08500	147		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	35604	35750	+	WP_014536911.1	WP_014536911.1		flagellar biosynthesis protein FliP			Z166_RS08500	147	48	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	35729	36475	+							Z166_RS0101250	747		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	35729	36475	+	WP_001210287.1	WP_001210287.1		flagellar biosynthesis protein FliP			Z166_RS0101250	747	248	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	36515	38818	-							Z166_RS0101255	2304		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	36515	38818	-	WP_024773317.1	WP_024773317.1		ligand-gated channel			Z166_RS0101255	2304	767	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	39063	40991	-							Z166_RS0101260	1929		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	39063	40991	-	WP_024773318.1	WP_024773318.1		iron transporter			Z166_RS0101260	1929	642	
gene	pseudogene	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	41128	41566	+							Z166_RS0101265	439		partial;pseudo
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000003.1	41128	41566	+							Z166_RS0101265	439		partial;pseudo
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000004.1	351	1991	+							Z166_RS0101270	1641		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000004.1	351	1991	+	WP_024773320.1	WP_024773320.1		replication A protein			Z166_RS0101270	1641	546	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000004.1	2058	2777	+							Z166_RS0101275	720		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000004.1	2058	2777	+	WP_024773321.1	WP_024773321.1		cAMP-induced filamentation protein			Z166_RS0101275	720	239	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000005.1	303	1478	+							Z166_RS0101285	1176		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000005.1	303	1478	+	WP_024773322.1	WP_024773322.1		acetyl-CoA acetyltransferase			Z166_RS0101285	1176	391	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000005.1	1489	2187	+							Z166_RS0101290	699		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000005.1	1489	2187	+	WP_024773323.1	WP_024773323.1		succinyl-CoA--3-ketoacid-CoA transferase			Z166_RS0101290	699	232	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000005.1	2184	2807	+							Z166_RS0101295	624		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000005.1	2184	2807	+	WP_001206236.1	WP_001206236.1		succinyl-CoA--3-ketoacid-CoA transferase			Z166_RS0101295	624	207	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000005.1	2826	4190	+							Z166_RS0101300	1365		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000005.1	2826	4190	+	WP_024773324.1	WP_024773324.1		short-chain fatty acid transporter			Z166_RS0101300	1365	454	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000005.1	4312	5313	+							Z166_RS0101305	1002		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000005.1	4312	5313	+	WP_024773325.1	WP_024773325.1		membrane protein			Z166_RS0101305	1002	333	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000005.1	5518	7659	+							Z166_RS0101310	2142		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000005.1	5518	7659	+	WP_024773326.1	WP_024773326.1		acetone carboxylase subunit beta			Z166_RS0101310	2142	713	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000005.1	7671	9968	+							Z166_RS0101315	2298		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000005.1	7671	9968	+	WP_001285100.1	WP_001285100.1		acetone carboxylase subunit alpha			Z166_RS0101315	2298	765	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000005.1	9985	10485	+							Z166_RS0101320	501		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000005.1	9985	10485	+	WP_014535185.1	WP_014535185.1		acetone carboxylase subunit gamma			Z166_RS0101320	501	166	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000005.1	10670	10759	+							Z166_RS08505	90		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000005.1	10670	10759	+	WP_033587446.1	WP_033587446.1		hypothetical protein			Z166_RS08505	90	29	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000005.1	10808	11821	+							Z166_RS0101325	1014		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000005.1	10808	11821	+	WP_050589341.1	WP_050589341.1		hypothetical protein			Z166_RS0101325	1014	337	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000005.1	11814	12200	+							Z166_RS0101330	387		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000005.1	11814	12200	+	WP_024773328.1	WP_024773328.1		diacylglycerol kinase			Z166_RS0101330	387	128	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000005.1	12220	14706	+							Z166_RS0101335	2487		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000005.1	12220	14706	+	WP_024773329.1	WP_024773329.1		DNA gyrase subunit A			Z166_RS0101335	2487	828	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000005.1	14706	15179	+							Z166_RS0101340	474		
CDS		GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000005.1	14706	15179	+	WP_024773330.1	WP_024773330.1		hypothetical protein			Z166_RS0101340	474	157	
gene	protein_coding	GCF_000521245.1	Primary Assembly	unplaced scaffold		NZ_JAAA01000005.1	15176	16321	+							Z166_RS0101345	1146		
